"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4802137";"CX-157";"CX-157|CX157|KP157|TRIRIMA|TYRIMA";"Small molecule";"1";"348.27";"";"";"3.71";"52.60";"4";"0";"0";"2";"N";"0.52";"None";"None";"3.40";"3.40";"2";"MOL";"0";"23";"4";"0";"0";"348.0079";"NEUTRAL";"C14H8F4O4S";"O=S1(=O)c2ccc(F)cc2Oc2cc(OCC(F)(F)F)ccc21";"PDIMOTRDGUQMNY-UHFFFAOYSA-N"
"CHEMBL3989969";"OPIGOLIX";"ASP-1707|ASP1707|OPIGOLIX|OPIGOLIXUM";"Small molecule";"2";"544.51";"";"";"3.56";"148.45";"8";"5";"1";"7";"N";"0.08";"8.06";"0.54";"3.00";"2.92";"3";"MOL";"0";"38";"9";"5";"1";"544.1028";"NEUTRAL";"C25H19F3N4O5S";"C[C@@H](O)C(=N)NS(=O)(=O)c1cc(C(=O)C(C(=O)c2cc(F)ccc2F)=C2Nc3ccccc3N2)ccc1F";"CWNLBPBIFALUQD-GFCCVEGCSA-N"
"CHEMBL4297270";"BMS-986020";"AP-3152 FREE ACID|BMS-986020";"Small molecule";"2";"482.54";"";"";"6.74";"101.66";"5";"2";"1";"7";"N";"0.30";"4.53";"0.67";"5.95";"3.17";"4";"MOL";"0";"36";"7";"2";"1";"482.1842";"ACID";"C29H26N2O5";"Cc1noc(-c2ccc(-c3ccc(C4(C(=O)O)CC4)cc3)cc2)c1NC(=O)O[C@H](C)c1ccccc1";"GQBRZBHEPUQRPL-LJQANCHMSA-N"
"CHEMBL3301621";"CENTANAFADINE";"CENTANAFADINE|DOV 216,419|DOV 216,419 free base|DOV-216419|EB-1020|EB-1020 free base";"Small molecule";"3";"209.29";"";"";"2.70";"12.03";"1";"1";"0";"1";"Y";"0.76";"None";"10.54";"2.54";"-0.35";"2";"MOL";"0";"16";"1";"1";"0";"209.1204";"BASE";"C15H15N";"c1ccc2cc([C@]34CNC[C@H]3C4)ccc2c1";"HKHCSWPSUSWGLI-CABCVRRESA-N"
"CHEMBL4650285";"TEMUTERKIB";"LY-3214996|LY3214996|TEMUTERKIB|[14C]-LY3214996";"Small molecule";"2";"453.57";"";"";"2.71";"88.41";"9";"1";"0";"6";"N";"0.61";"12.12";"5.69";"2.17";"2.17";"3";"MOL";"0";"32";"9";"1";"0";"453.1947";"NEUTRAL";"C22H27N7O2S";"Cn1nccc1Nc1nccc(-c2cc3c(s2)C(C)(C)N(CCN2CCOCC2)C3=O)n1";"JNPRPMBJODOFEC-UHFFFAOYSA-N"
"CHEMBL4297589";"SELATOGREL";"ACT-246475|SELATOGREL";"Small molecule";"3";"618.63";"";"";"1.73";"174.73";"9";"3";"1";"11";"N";"0.25";"1.77";"3.62";"-0.52";"-0.93";"2";"MOL";"0";"43";"14";"3";"2";"618.2567";"ACID";"C28H39N6O8P";"CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1";"FYXHWMQPCJOJCH-GMAHTHKFSA-N"
"CHEMBL3039733";"CROBENETINE";"CROBENETINE";"Small molecule";"1";"379.54";"";"";"4.91";"32.70";"3";"1";"0";"5";"N";"0.80";"10.30";"9.17";"5.11";"3.56";"2";"MOL";"0";"28";"3";"1";"0";"379.2511";"BASE";"C25H33NO2";"C[C@@H](CN1CC[C@@]2(C)c3cccc(O)c3C[C@@H]1C2(C)C)OCc1ccccc1";"VCCBCXVFGHTDQN-UODBTFMRSA-N"
"CHEMBL4297326";"SLX-4090";"KD-026|SLX-4090";"Small molecule";"2";"546.55";"";"";"7.19";"67.87";"4";"1";"2";"5";"N";"0.29";"None";"None";"6.92";"6.92";"4";"MOL";"0";"40";"6";"1";"2";"546.1766";"NEUTRAL";"C31H25F3N2O4";"COc1cccc(C(=O)Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1";"AZUIUVJESCFSLJ-UHFFFAOYSA-N"
"CHEMBL3989564";"TOBRAMYCIN SULFATE";"GERNEBCIN|NEBICINA|Nebcin|OBRACIN|TOBRA|TOBRADISTIN|TOBRAMYCIN SULFATE|TOBRAMYCIN SULFATE (2:5)|TOBRAMYCIN SULFATE (PHARMACY BULK)|TOBRAMYCIN SULPHATE";"Small molecule";"4";"1425.44";"";"";"-6.30";"268.17";"14";"10";"2";"6";"N";"0.17";"12.53";"9.54";"-6.48";"-13.16";"0";"MOL";"0";"32";"14";"15";"2";"467.2591";"BASE";"C36H84N10O38S5";"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O";"NZKFUBQRAWPZJP-BXKLGIMVSA-N"
"CHEMBL4594379";"FOSLEVODOPA";"3-HYDROXY-O-PHOSPHONO-L-TYROSINE|ABBV-951|ABBV-951 COMPONENT FOSLEVODOPA|FOSLEVODOPA|LEVODOPA-4'-MONOPHOSPHATE";"Small molecule";"3";"277.17";"";"";"-0.18";"150.31";"5";"5";"0";"5";"N";"0.46";"1.26";"9.41";"-1.34";"-4.70";"1";"MOL";"0";"18";"8";"6";"1";"277.0351";"ZWITTERION";"C9H12NO7P";"N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O";"YNDMEEULGSTYJT-LURJTMIESA-N"
"CHEMBL4297147";"HALOPERIDOL LACTATE";"HALDOL|HALOPERIDOL INTENSOL|HALOPERIDOL LACTATE";"Small molecule";"4";"465.95";"";"";"4.43";"40.54";"3";"1";"0";"6";"N";"0.76";"13.96";"8.05";"3.66";"2.93";"2";"MOL";"0";"26";"3";"1";"0";"375.1401";"NEUTRAL";"C24H29ClFNO5";"CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1";"BVUSNQJCSYDJJG-UHFFFAOYSA-N"
"CHEMBL4650327";"GOVORESTAT";"AT-007|AT007|GOVORESTAT";"Small molecule";"2";"425.41";"";"";"3.76";"85.08";"7";"1";"0";"4";"N";"0.54";"3.69";"2.29";"3.36";"0.22";"4";"MOL";"0";"28";"6";"1";"0";"425.0116";"ACID";"C17H10F3N3O3S2";"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2cscc12";"ORQGHAJIWGGFJK-UHFFFAOYSA-N"
"CHEMBL3545042";"SELURAMPANEL";"BGG-492|BGG492|SELURAMPANEL|Selurampanel";"Small molecule";"2";"377.43";"";"";"0.72";"118.85";"7";"2";"0";"4";"N";"0.69";"8.30";"2.13";"1.54";"1.52";"3";"MOL";"0";"26";"9";"2";"0";"377.1158";"NEUTRAL";"C16H19N5O4S";"CC(C)c1cc2[nH]c(=O)n(NS(C)(=O)=O)c(=O)c2cc1-c1ccnn1C";"MCECSFFXUPEPDB-UHFFFAOYSA-N"
"CHEMBL3989973";"PEXIDARTINIB HYDROCHLORIDE";"FP-113|PEXIDARTINIB HYDROCHLORIDE|PLX-3397 HCL|PLX3397 HCl|Turalio";"Small molecule";"4";"454.28";"";"";"5.23";"66.49";"4";"2";"1";"5";"N";"0.47";"None";"6.76";"4.54";"4.45";"4";"MOL";"0";"29";"5";"2";"1";"417.0968";"NEUTRAL";"C20H16Cl2F3N5";"Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1";"CJLUYLRKLUYCEK-UHFFFAOYSA-N"
"CHEMBL4594297";"DIROCAFTOR";"DIROCAFTOR|PTI-808";"Small molecule";"1";"424.65";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"424.1638";"None";"C22H28N2O3Si2";"C[Si](C)(C)c1cc([Si](C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O";"TYQIFWXBQYAKCR-UHFFFAOYSA-N"
"CHEMBL4297255";"ABP-700";"ABP-700";"Small molecule";"2";"314.34";"";"";"2.35";"70.42";"6";"0";"0";"5";"N";"0.79";"None";"4.24";"2.46";"2.46";"2";"MOL";"0";"23";"6";"0";"0";"314.1267";"NEUTRAL";"C17H18N2O4";"COC(=O)C1(OC(=O)c2cncn2[C@H](C)c2ccccc2)CC1";"DRAFVCKNYNQOKR-GFCCVEGCSA-N"
"CHEMBL1200555";"IOTROLAN";"IOTROL|IOTROLAN|ISOVIST 300|OSMOVIST 190|OSMOVIST 240|Osmovist|ZK 39 482|ZK-39-482|ZK-39482";"Unknown";"4";"1626.24";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1625.7293";"None";"C37H48I6N6O18";"CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I";"XUHXFSYUBXNTHU-UHFFFAOYSA-N"
"CHEMBL4297646";"AMPRELOXETINE";"AMPRELOXETINE|TD-9855";"Small molecule";"3";"321.34";"";"";"4.15";"21.26";"2";"1";"0";"4";"N";"0.91";"None";"10.05";"4.07";"1.52";"2";"MOL";"0";"23";"2";"1";"0";"321.1340";"BASE";"C18H18F3NO";"Fc1cc(F)c(OCc2ccccc2C2CCNCC2)c(F)c1";"TZIALEBTHQWNAO-UHFFFAOYSA-N"
"CHEMBL3989703";"TEZAMPANEL";"LY293558|NGX424|TEZAMPANEL|TEZAMPANEL HYDRATE|Tezampanel";"Small molecule";"2";"297.36";"";"";"0.61";"103.79";"5";"3";"0";"4";"N";"0.75";"1.61";"8.25";"-1.16";"-1.24";"1";"MOL";"0";"20";"7";"3";"0";"279.1695";"ACID";"C13H23N5O3";"O.O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1";"LNDYQNTTYXLTNH-RTBBDAMFSA-N"
"CHEMBL4594417";"GT-0918";"GT-0918|PROXALUTAMIDE|PRUXELUTAMIDE";"Small molecule";"3";"517.51";"";"";"5.19";"86.26";"6";"0";"2";"6";"N";"0.33";"None";"4.73";"4.53";"4.52";"3";"MOL";"0";"36";"7";"0";"2";"517.1196";"NEUTRAL";"C24H19F4N5O2S";"CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1";"KCBJGVDOSBKVKP-UHFFFAOYSA-N"
"CHEMBL4297217";"MOLIBRESIB BESYLATE";"GSK-525762C|GSK525762C|MOLIBRESIB BESYLATE";"Small molecule";"1";"582.08";"";"";"3.66";"81.40";"6";"1";"0";"5";"N";"0.68";"None";"4.36";"2.57";"2.57";"3";"MOL";"0";"30";"7";"1";"0";"423.1462";"NEUTRAL";"C28H28ClN5O5S";"CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21.O=S(=O)(O)c1ccccc1";"UQGMFOYDYUZADE-FERBBOLQSA-N"
"CHEMBL944";"CHLOROPROCAINE HYDROCHLORIDE";"AMPRES|CHLOROPROCAINE HCL|CHLOROPROCAINE HYDROCHLORIDE|CHLORPROCAINE CHLORIDE|CLOROTEKAL|Chloroprocaine hydrochloride|NESACAINE-MPF|Nesacaine";"Small molecule";"4";"307.22";"";"";"2.42";"55.56";"4";"1";"0";"6";"N";"0.64";"None";"8.96";"2.48";"0.92";"1";"MOL";"0";"18";"4";"2";"0";"270.1135";"BASE";"C13H20Cl2N2O2";"CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl";"SZKQYDBPUCZLRX-UHFFFAOYSA-N"
"CHEMBL4297664";"AFELETECAN HYDROCHLORIDE";"AFELETECAN HYDROCHLORIDE|BAY 38-3441|BAY 56-3722|BAY-563722|BAY56-3722";"Small molecule";"2";"932.45";"";"";"2.95";"237.48";"15";"6";"3";"13";"N";"0.07";"11.67";"6.53";"2.96";"2.91";"5";"MOL";"0";"64";"18";"6";"3";"895.3211";"NEUTRAL";"C45H50ClN7O11S";"CC[C@@]1(OC(=O)[C@@H](NC(=O)[C@H](Cc2c[nH]cn2)NC(=S)Nc2ccc(O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](OC)[C@@H]3O)cc2)C(C)C)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1.Cl";"XQWYWSHYKUJQDC-NZGUGFNHSA-N"
"CHEMBL4802155";"VAFIDEMSTAT";"ORY-2001|VAFIDEMSTAT";"Small molecule";"2";"336.40";"";"";"2.88";"86.20";"6";"2";"0";"7";"N";"0.69";"11.56";"7.08";"1.97";"1.80";"3";"MOL";"0";"25";"6";"3";"0";"336.1586";"NEUTRAL";"C19H20N4O2";"Nc1nnc(CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)o1";"XBBRLCXCBCZIOI-DLBZAZTESA-N"
"CHEMBL4297262";"ARAMCHOL";"ARACHIDYL AMIDO CHOLANOIC ACID|ARAMCHOL|C20-FABAC";"Small molecule";"3";"702.12";"";"";"10.61";"106.86";"4";"4";"2";"23";"N";"0.08";"4.48";"None";"10.45";"7.62";"0";"MOL";"0";"50";"6";"4";"2";"701.5958";"ACID";"C44H79NO5";"CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCC(=O)O";"SHKXZIQNFMOPBS-OOMQYRRCSA-N"
"CHEMBL4297915";"CIMLANOD";"BMS-986231|CIMLANOD|CXL-1427";"Small molecule";"2";"177.18";"";"";"0.26";"79.54";"4";"2";"0";"2";"N";"0.63";"7.93";"None";"0.01";"-0.04";"1";"MOL";"0";"11";"5";"2";"0";"177.0096";"NEUTRAL";"C5H7NO4S";"Cc1ccc(S(=O)(=O)NO)o1";"LIXKIXWSKOENAB-UHFFFAOYSA-N"
"CHEMBL4594261";"FLUOROESTRADIOL F-18";"(18F)-FES|16.ALPHA.-(18F)FLUOROESTRADIOL|CERIANNA|F-18 16 ALPHA-FLUOROESTRADIOL|F-18 16-ALPHA-FLUOROESTRADIOL|F-18 FES|FES F-18|FLUOROESTRADIOL (18F)|FLUOROESTRADIOL F-18|FLUOROESTRADIOL F18|NSC-743445";"Small molecule";"4";"289.38";"";"";"3.56";"40.46";"2";"2";"0";"0";"N";"0.77";"10.33";"None";"3.56";"3.56";"1";"MOL";"0";"21";"2";"2";"0";"290.1682";"NEUTRAL";"C18H23FO2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H]([18F])[C@@H]2O";"KDLLNMRYZGUVMA-ZYMZXAKXSA-N"
"CHEMBL4650358";"ISUZINAXIB HYDROCHLORIDE";"APX-115|EWHA-18278|ISUZINAXIB HYDROCHLORIDE";"Small molecule";"2";"315.80";"";"";"3.59";"50.94";"4";"1";"0";"4";"N";"0.79";"5.36";"1.51";"4.66";"3.14";"3";"MOL";"0";"21";"4";"1";"0";"279.1372";"ACID";"C17H18ClN3O";"CCCc1c(-c2ccccc2)nn(-c2ccccn2)c1O.Cl";"GMFJXGGAGPCRBM-UHFFFAOYSA-N"
"CHEMBL4650368";"IRSENONTRINE";"E-2027|E2027|ER-592221-00|IRSENONTRINE";"Small molecule";"2";"390.44";"";"";"3.53";"82.03";"6";"1";"0";"3";"N";"0.58";"None";"3.86";"2.88";"2.88";"4";"MOL";"0";"29";"7";"1";"0";"390.1692";"NEUTRAL";"C22H22N4O3";"COc1ncc(C)c(-c2ccc3c(c2)[nH]c(=O)c2cnn([C@H]4CCOC4)c23)c1C";"CKJDCNZBABIEBZ-HNNXBMFYSA-N"
"CHEMBL4650344";"SUNOBINOP";"SUNOBINOP|V-117957|V117957";"Small molecule";"2";"435.57";"";"";"4.62";"75.43";"5";"1";"0";"3";"N";"0.76";"2.80";"10.35";"1.67";"1.67";"2";"MOL";"0";"32";"6";"1";"0";"435.2522";"ZWITTERION";"C26H33N3O3";"O=C(O)c1nc2ccccc2n(C2C[C@@H]3CCC[C@@H](C2)N3C2C[C@H]3CCC[C@H](C2)C3)c1=O";"COTYYZPYDJKKIS-UHFFFAOYSA-N"
"CHEMBL4297283";"GLYCOVIR";"GLYCOVIR|NSC-670880|SC-49483";"Small molecule";"2";"499.65";"";"";"3.95";"108.44";"9";"0";"0";"16";"N";"0.23";"None";"7.01";"5.17";"5.02";"0";"MOL";"0";"35";"9";"0";"0";"499.3145";"NEUTRAL";"C26H45NO8";"CCCCN1C[C@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](OC(=O)CCC)[C@H]1COC(=O)CCC";"MKGDNVHZSCXBKR-KYVQNOJUSA-N"
"CHEMBL4650279";"BDTX189";"BDTX-189|BDTX189";"Small molecule";"1";"561.04";"";"";"4.84";"110.73";"9";"2";"1";"11";"N";"0.25";"12.54";"6.34";"4.13";"4.09";"4";"MOL";"0";"40";"10";"2";"1";"560.1939";"NEUTRAL";"C29H29ClN6O4";"C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1";"HIBPKFXWOPYJPZ-UHFFFAOYSA-N"
"CHEMBL4297266";"BLXA4";"BENZO-LIPOXIN A4|BENZO-LXA-4|BENZO-LXA4|BLXA-4|BLXA4";"Small molecule";"1";"376.49";"";"";"3.63";"97.99";"4";"4";"0";"13";"N";"0.39";"4.26";"None";"3.81";"0.82";"1";"MOL";"0";"27";"5";"4";"0";"376.2250";"ACID";"C22H32O5";"CCCCC[C@@H](O)/C=C/c1ccccc1/C=C/[C@@H](O)[C@@H](O)CCCC(=O)O";"HEDVTGFTYROYFE-RREUNBNVSA-N"
"CHEMBL4802153";"SONLICROMANOL";"KH-176|SONLICROMANOL";"Small molecule";"2";"332.44";"";"";"2.27";"70.59";"4";"3";"0";"2";"N";"0.78";"10.68";"9.49";"2.97";"1.08";"1";"MOL";"0";"24";"5";"3";"0";"332.2100";"BASE";"C19H28N2O3";"Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)N[C@@H]1CCCNC1)O2";"LZYWLEPSQNXESC-KUHUBIRLSA-N"
"CHEMBL4297486";"RX-518";"CK-101|OLAFERTINIB|RX-518";"Small molecule";"1";"530.58";"";"";"4.56";"93.62";"7";"3";"1";"8";"N";"0.29";"12.40";"6.93";"4.74";"4.61";"4";"MOL";"0";"39";"8";"3";"1";"530.2242";"NEUTRAL";"C29H28F2N6O2";"C=CC(=O)Nc1cccc(-c2cccc3cnc(Nc4ccc(N5CCN(CCO)CC5)c(F)c4F)nc23)c1";"IDRGFNPZDVBSSE-UHFFFAOYSA-N"
"CHEMBL2106988";"PENAMECILLIN";"HAVAPEN|PENAMECILLIN|WY-20,788|WY-20788";"Small molecule";"4";"406.46";"";"";"0.84";"102.01";"7";"1";"0";"6";"N";"0.42";"11.85";"None";"1.09";"1.09";"1";"MOL";"0";"28";"8";"1";"0";"406.1199";"NEUTRAL";"C19H22N2O6S";"CC(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C";"NLOOMWLTUVBWAW-HLLBOEOZSA-N"
"CHEMBL4650328";"AVOTACICLIB";"AVOTACICLIB|BEY-1107|BEY1107|CDK1 INHIBITOR BEY1107";"Small molecule";"1";"281.28";"";"";"0.87";"136.72";"8";"3";"0";"2";"N";"0.63";"7.69";"3.67";"1.14";"0.97";"3";"MOL";"0";"21";"8";"5";"0";"281.1025";"NEUTRAL";"C13H11N7O";"Nc1nccc(-c2ccc(O)c(-c3ccnc(N)n3)n2)n1";"VFVAQKKPFOPZEA-UHFFFAOYSA-N"
"CHEMBL4297455";"AT-001";"ALDOSE REDUCTASE-IN-1|AT-001|CAFICRESTAT";"Small molecule";"3";"421.36";"";"";"2.49";"110.86";"8";"1";"0";"4";"N";"0.54";"3.58";"2.27";"1.89";"-1.26";"4";"MOL";"0";"29";"8";"1";"0";"421.0456";"ACID";"C17H10F3N5O3S";"O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2nccnc12";"YRGPAXAVTDMKDK-UHFFFAOYSA-N"
"CHEMBL1200736";"MAGNESIUM CARBONATE";"ANDREWS|ANHYDROUS MAGNESIUM CARBONATE|C.I. 77713|E-504(I)|E504|INS NO.504(I)|INS-504(I)|LIGHT MAGNESIUM CARBONATE|MAG CARB|MAG CARB AROM|MAG CARB CO|MAGNESIA CARBONICA|MAGNESITE|MAGNESITE (MG(CO3))|MAGNESIUM (AS CARBONATE)|MAGNESIUM CARBONATE|MAGNESIUM CARBONATE ANHYDROUS|MAGNESIUM CARBONATE GOLD STAR|MAGNESIUM CARBONATE LIGHT|MAGNESIUM CARBONATE, HEAVY|MAGNESIUM CARBONATE, LIGHT|NSC-83511";"Small molecule";"4";"84.31";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"83.9698";"None";"CMgO3";"O=C([O-])[O-].[Mg+2]";"ZLNQQNXFFQJAID-UHFFFAOYSA-L"
"CHEMBL2364607";"COBIMETINIB FUMARATE";"COBIMETINIB FUMARATE|COBIMETINIB HEMIFUMARATE|COTELLIC|GDC-0973 HEMIFUMARATE|XL-518 HEMIFUMARATE";"Small molecule";"4";"1178.70";"";"";"3.78";"64.60";"4";"3";"1";"4";"N";"0.53";"13.37";"9.76";"5.04";"2.73";"2";"MOL";"0";"30";"5";"3";"1";"531.0631";"BASE";"C46H46F6I2N6O8";"O=C(O)/C=C/C(=O)O.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1.O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1";"RESIMIUSNACMNW-BXRWSSRYSA-N"
"CHEMBL4297466";"GO-203-2C";"GO-203-2C";"Protein";"1";"2352.82";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"2351.3325";"None";"C89H170N52O20S2";"CC(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H]1CSSC[C@H](C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CC(N)=O)C(=O)O)NC(=O)[C@@H](CCC(N)=O)NC1=O";"MDQMFOHHSFMREL-YIYMUJAPSA-N"
"CHEMBL2107801";"RESEQUINIL";"AC-3933|AVE-3933|RESEQUINIL|Radequinil|SX-3933";"Small molecule";"2";"334.34";"";"";"2.96";"93.90";"6";"1";"0";"3";"N";"0.62";"12.45";"4.81";"2.90";"2.90";"4";"MOL";"0";"25";"7";"1";"0";"334.1066";"NEUTRAL";"C18H14N4O3";"COc1cccc(-c2nccc3[nH]c(=O)c(-c4noc(C)n4)cc23)c1";"JQOFKKWHXGQABB-UHFFFAOYSA-N"
"CHEMBL2107767";"PALIRODEN";"PALIRODEN|SR5-7667B|SR57667B";"Small molecule";"2";"407.48";"";"";"6.70";"3.24";"1";"0";"1";"5";"N";"0.45";"None";"8.92";"6.89";"5.36";"3";"MOL";"0";"30";"1";"0";"1";"407.1861";"BASE";"C26H24F3N";"FC(F)(F)c1cccc(C2=CCN(CCc3ccc(-c4ccccc4)cc3)CC2)c1";"CNEWKIDCGDXBDE-UHFFFAOYSA-N"
"CHEMBL4297252";"2'-FUCOSYLLACTOSE";"2'-FUCOSYLLACTOSE|2'-O-FUCOSYLLACTOSE|2'-O-L-FUCOSYL-D-LACTOSE|LACTOSE, 2'-O-FUCOSYL-";"Small molecule";"1";"488.44";"";"";"-6.70";"256.29";"15";"10";"2";"10";"N";"0.13";"11.90";"None";"-6.06";"-6.06";"0";"MOL";"0";"33";"15";"10";"2";"488.1741";"NEUTRAL";"C18H32O15";"C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]([C@H](O)CO)[C@H](O)[C@@H](O)C=O)O[C@H](CO)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O";"HWHQUWQCBPAQQH-BWRPKUOHSA-N"
"CHEMBL2106424";"MECRYLATE";"ARON ALPHA A|CYANOACRYLATE|MECRILATE|MECRYLATE|METHYL CYANOACRYLATE";"Small molecule";"3";"111.10";"";"";"0.24";"50.09";"3";"0";"0";"1";"Y";"0.28";"None";"None";"0.72";"0.72";"0";"MOL";"0";"8";"3";"0";"0";"111.0320";"None";"C5H5NO2";"C=C(C#N)C(=O)OC";"MWCLLHOVUTZFKS-UHFFFAOYSA-N"
"CHEMBL3989695";"REGADENOSON";"CVT-3146|LEXISCAN|RAPISCAN|REGADENOSON";"Small molecule";"4";"408.38";"";"";"-2.43";"186.46";"12";"5";"1";"4";"N";"0.32";"12.35";"1.53";"-2.25";"-2.25";"3";"MOL";"0";"28";"13";"6";"2";"390.1400";"NEUTRAL";"C15H20N8O6";"CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1.O";"CDQVVPUXSPZONN-WPPLYIOHSA-N"
"CHEMBL4297439";"T-2000";"T-2000|T2000";"Small molecule";"2";"368.39";"";"";"1.97";"76.15";"5";"0";"0";"6";"N";"0.73";"None";"None";"2.67";"2.67";"2";"MOL";"0";"27";"7";"0";"0";"368.1372";"NEUTRAL";"C20H20N2O5";"COCN1C(=O)N(COC)C(=O)C(c2ccccc2)(c2ccccc2)C1=O";"RRFBTKHQZRCRSS-UHFFFAOYSA-N"
